Medida,CodMedida,Grupo,CodGrupo,Consumo,Territorio,Año
Número de clientes (CUPS),2,Diferencias estadísticas,2,-584,Lanzarote,2017
Número de clientes (CUPS),2,Consumo final,3,80577,Lanzarote,2017
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,1,Lanzarote,2017
Número de clientes (CUPS),2,Sector industrial,5,1855,Lanzarote,2017
Número de clientes (CUPS),2,Sector del transporte,6,1553,Lanzarote,2017
Número de clientes (CUPS),2,Hostelería,7,4745,Lanzarote,2017
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3859,Lanzarote,2017
Número de clientes (CUPS),2,Hogares,9,67917,Lanzarote,2017
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,258,Lanzarote,2017
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,389,Lanzarote,2016
Energía eléctrica,1,Disponible para consumo final,1,802215.06,Lanzarote,2016
Energía eléctrica,1,Diferencias estadísticas,2,15404.66,Lanzarote,2016
Energía eléctrica,1,Consumo final,3,786810.4,Lanzarote,2016
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,119.6,Lanzarote,2016
Energía eléctrica,1,Sector industrial,5,22458.32,Lanzarote,2016
Energía eléctrica,1,Sector del transporte,6,13511.81,Lanzarote,2016
Energía eléctrica,1,Hostelería,7,225214.25,Lanzarote,2016
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,263817.87,Lanzarote,2016
Energía eléctrica,1,Hogares,9,255526.89,Lanzarote,2016
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,1698.43,Lanzarote,2016
Energía eléctrica,1,No especificado en otras categorías - Otros,11,4463.24,Lanzarote,2016
Número de clientes (CUPS),2,Disponible para consumo final,1,79084,Lanzarote,2016
Número de clientes (CUPS),2,Diferencias estadísticas,2,244,Lanzarote,2016
Número de clientes (CUPS),2,Consumo final,3,78840,Lanzarote,2016
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,1,Lanzarote,2016
Número de clientes (CUPS),2,Sector industrial,5,1869,Lanzarote,2016
Número de clientes (CUPS),2,Sector del transporte,6,1597,Lanzarote,2016
Número de clientes (CUPS),2,Hostelería,7,4856,Lanzarote,2016
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3783,Lanzarote,2016
Número de clientes (CUPS),2,Hogares,9,66222,Lanzarote,2016
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,264,Lanzarote,2016
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,248,Lanzarote,2015
Energía eléctrica,1,Disponible para consumo final,1,799447.89,Lanzarote,2015
Energía eléctrica,1,Diferencias estadísticas,2,8709.79,Lanzarote,2015
Energía eléctrica,1,Consumo final,3,790738.1,Lanzarote,2015
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,195.55,Lanzarote,2015
Energía eléctrica,1,Sector industrial,5,22745.21,Lanzarote,2015
Energía eléctrica,1,Sector del transporte,6,21449.22,Lanzarote,2015
Energía eléctrica,1,Hostelería,7,218300.77,Lanzarote,2015
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,269593.39,Lanzarote,2015
Energía eléctrica,1,Hogares,9,250770.81,Lanzarote,2015
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,1553.31,Lanzarote,2015
Energía eléctrica,1,No especificado en otras categorías - Otros,11,6129.85,Lanzarote,2015
Número de clientes (CUPS),2,Disponible para consumo final,1,78449,Lanzarote,2015
Número de clientes (CUPS),2,Diferencias estadísticas,2,-603,Lanzarote,2015
Número de clientes (CUPS),2,Consumo final,3,79052,Lanzarote,2015
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,2,Lanzarote,2015
Número de clientes (CUPS),2,Sector industrial,5,1828,Lanzarote,2015
Número de clientes (CUPS),2,Sector del transporte,6,1591,Lanzarote,2015
Número de clientes (CUPS),2,Hostelería,7,4930,Lanzarote,2015
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3745,Lanzarote,2015
Número de clientes (CUPS),2,Hogares,9,66504,Lanzarote,2015
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,266,Lanzarote,2015
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,186,Lanzarote,2014
Energía eléctrica,1,Disponible para consumo final,1,788877.6,Lanzarote,2014
Energía eléctrica,1,Diferencias estadísticas,2,6516.66,Lanzarote,2014
Energía eléctrica,1,Consumo final,3,782360.94,Lanzarote,2014
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,199.25,Lanzarote,2014
Energía eléctrica,1,Sector industrial,5,19862.98,Lanzarote,2014
Energía eléctrica,1,Sector del transporte,6,14583.19,Lanzarote,2014
Energía eléctrica,1,Hostelería,7,203956.66,Lanzarote,2014
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,288372.64,Lanzarote,2014
Energía eléctrica,1,Hogares,9,249571.6,Lanzarote,2014
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,1155.12,Lanzarote,2014
Energía eléctrica,1,No especificado en otras categorías - Otros,11,4659.52,Lanzarote,2014
Número de clientes (CUPS),2,Disponible para consumo final,1,77688,Lanzarote,2014
Número de clientes (CUPS),2,Diferencias estadísticas,2,-123,Lanzarote,2014
Número de clientes (CUPS),2,Consumo final,3,77811,Lanzarote,2014
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,3,Lanzarote,2014
Número de clientes (CUPS),2,Sector industrial,5,1767,Lanzarote,2014
Número de clientes (CUPS),2,Sector del transporte,6,1573,Lanzarote,2014
Número de clientes (CUPS),2,Hostelería,7,4924,Lanzarote,2014
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3544,Lanzarote,2014
Número de clientes (CUPS),2,Hogares,9,65566,Lanzarote,2014
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,256,Lanzarote,2014
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,178,Lanzarote,2013
Energía eléctrica,1,Disponible para consumo final,1,788877.6,Lanzarote,2013
Energía eléctrica,1,Diferencias estadísticas,2,6516.66,Lanzarote,2013
Energía eléctrica,1,Consumo final,3,782360.94,Lanzarote,2013
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,199.25,Lanzarote,2013
Energía eléctrica,1,Sector industrial,5,19862.98,Lanzarote,2013
Energía eléctrica,1,Sector del transporte,6,14583.19,Lanzarote,2013
Energía eléctrica,1,Hostelería,7,203956.66,Lanzarote,2013
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,288372.64,Lanzarote,2013
Energía eléctrica,1,Hogares,9,249571.6,Lanzarote,2013
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,1155.12,Lanzarote,2013
Energía eléctrica,1,No especificado en otras categorías - Otros,11,4659.52,Lanzarote,2013
Número de clientes (CUPS),2,Disponible para consumo final,1,77688,Lanzarote,2013
Número de clientes (CUPS),2,Diferencias estadísticas,2,-123,Lanzarote,2013
Número de clientes (CUPS),2,Consumo final,3,77811,Lanzarote,2013
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,3,Lanzarote,2013
Número de clientes (CUPS),2,Sector industrial,5,1767,Lanzarote,2013
Número de clientes (CUPS),2,Sector del transporte,6,1573,Lanzarote,2013
Número de clientes (CUPS),2,Hostelería,7,4924,Lanzarote,2013
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3544,Lanzarote,2013
Número de clientes (CUPS),2,Hogares,9,65566,Lanzarote,2013
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,256,Lanzarote,2013
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,178,Lanzarote,2012
Energía eléctrica,1,Disponible para consumo final,1,789099.62,Lanzarote,2012
Energía eléctrica,1,Diferencias estadísticas,2,19708.65,Lanzarote,2012
Energía eléctrica,1,Consumo final,3,769390.97,Lanzarote,2012
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,134.15,Lanzarote,2012
Energía eléctrica,1,Sector industrial,5,19799.02,Lanzarote,2012
Energía eléctrica,1,Sector del transporte,6,12942.14,Lanzarote,2012
Energía eléctrica,1,Hostelería,7,201318.46,Lanzarote,2012
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,269298.92,Lanzarote,2012
Energía eléctrica,1,Hogares,9,260060.25,Lanzarote,2012
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,4533.3,Lanzarote,2012
Energía eléctrica,1,No especificado en otras categorías - Otros,11,1304.73,Lanzarote,2012
Número de clientes (CUPS),2,Disponible para consumo final,1,76477,Lanzarote,2012
Número de clientes (CUPS),2,Diferencias estadísticas,2,1462,Lanzarote,2012
Número de clientes (CUPS),2,Consumo final,3,75015,Lanzarote,2012
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,2,Lanzarote,2012
Número de clientes (CUPS),2,Sector industrial,5,1633,Lanzarote,2012
Número de clientes (CUPS),2,Sector del transporte,6,1566,Lanzarote,2012
Número de clientes (CUPS),2,Hostelería,7,5736,Lanzarote,2012
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3030,Lanzarote,2012
Número de clientes (CUPS),2,Hogares,9,62657,Lanzarote,2012
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,244,Lanzarote,2012
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,147,Lanzarote,2011
Energía eléctrica,1,Disponible para consumo final,1,788490.05,Lanzarote,2011
Energía eléctrica,1,Diferencias estadísticas,2,21584.8,Lanzarote,2011
Energía eléctrica,1,Consumo final,3,766905.24,Lanzarote,2011
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,82.53,Lanzarote,2011
Energía eléctrica,1,Sector industrial,5,21008.86,Lanzarote,2011
Energía eléctrica,1,Sector del transporte,6,13507.22,Lanzarote,2011
Energía eléctrica,1,Hostelería,7,189133.08,Lanzarote,2011
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,268282.82,Lanzarote,2011
Energía eléctrica,1,Hogares,9,273320.6,Lanzarote,2011
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,1343.69,Lanzarote,2011
Energía eléctrica,1,No especificado en otras categorías - Otros,11,226.44,Lanzarote,2011
Número de clientes (CUPS),2,Disponible para consumo final,1,76336,Lanzarote,2011
Número de clientes (CUPS),2,Diferencias estadísticas,2,,Lanzarote,2011
Número de clientes (CUPS),2,Consumo final,3,,Lanzarote,2011
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,,Lanzarote,2011
Número de clientes (CUPS),2,Sector industrial,5,,Lanzarote,2011
Número de clientes (CUPS),2,Sector del transporte,6,,Lanzarote,2011
Número de clientes (CUPS),2,Hostelería,7,,Lanzarote,2011
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,,Lanzarote,2011
Número de clientes (CUPS),2,Hogares,9,,Lanzarote,2011
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,,Lanzarote,2011
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,,Lanzarote,2010
Energía eléctrica,1,Disponible para consumo final,1,776603.78,Lanzarote,2010
Energía eléctrica,1,Diferencias estadísticas,2,-15496.46,Lanzarote,2010
Energía eléctrica,1,Consumo final,3,792100.24,Lanzarote,2010
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,24.31,Lanzarote,2010
Energía eléctrica,1,Sector industrial,5,32178.91,Lanzarote,2010
Energía eléctrica,1,Sector del transporte,6,11912.72,Lanzarote,2010
Energía eléctrica,1,Hostelería,7,215793.08,Lanzarote,2010
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,248890.98,Lanzarote,2010
Energía eléctrica,1,Hogares,9,264599.5,Lanzarote,2010
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2778.12,Lanzarote,2010
Energía eléctrica,1,No especificado en otras categorías - Otros,11,15922.61,Lanzarote,2010
Número de clientes (CUPS),2,Disponible para consumo final,1,75891,Lanzarote,2010
Número de clientes (CUPS),2,Diferencias estadísticas,2,,Lanzarote,2010
Número de clientes (CUPS),2,Consumo final,3,,Lanzarote,2010
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,,Lanzarote,2010
Número de clientes (CUPS),2,Sector industrial,5,,Lanzarote,2010
Número de clientes (CUPS),2,Sector del transporte,6,,Lanzarote,2010
Número de clientes (CUPS),2,Hostelería,7,,Lanzarote,2010
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,,Lanzarote,2010
Número de clientes (CUPS),2,Hogares,9,,Lanzarote,2010
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,,Lanzarote,2010
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,,Lanzarote,2010
Energía eléctrica,1,Disponible para consumo final,1,530496.21,Fuerteventura,2021
Energía eléctrica,1,Diferencias estadísticas,2,15766.38,Fuerteventura,2021
Energía eléctrica,1,Consumo final,3,514729.83,Fuerteventura,2021
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,447.85,Fuerteventura,2021
Energía eléctrica,1,Sector industrial,5,22337.17,Fuerteventura,2021
Energía eléctrica,1,Sector del transporte,6,122.21,Fuerteventura,2021
Energía eléctrica,1,Hostelería,7,109566.7,Fuerteventura,2021
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,202518.32,Fuerteventura,2021
Energía eléctrica,1,Hogares,9,165587.39,Fuerteventura,2021
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2453.02,Fuerteventura,2021
Energía eléctrica,1,No especificado en otras categorías - Otros,11,11697.17,Fuerteventura,2021
Número de clientes (CUPS),2,Disponible para consumo final,1,66433,Fuerteventura,2021
Número de clientes (CUPS),2,Diferencias estadísticas,2,4993,Fuerteventura,2021
Número de clientes (CUPS),2,Consumo final,3,61440,Fuerteventura,2021
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,34,Fuerteventura,2021
Número de clientes (CUPS),2,Sector industrial,5,1120,Fuerteventura,2021
Número de clientes (CUPS),2,Sector del transporte,6,16,Fuerteventura,2021
Número de clientes (CUPS),2,Hostelería,7,2167,Fuerteventura,2021
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,5397,Fuerteventura,2021
Número de clientes (CUPS),2,Hogares,9,51272,Fuerteventura,2021
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,421,Fuerteventura,2021
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,1013,Fuerteventura,2020
Energía eléctrica,1,Disponible para consumo final,1,499674.05,Fuerteventura,2020
Energía eléctrica,1,Diferencias estadísticas,2,19783.31,Fuerteventura,2020
Energía eléctrica,1,Consumo final,3,479890.74,Fuerteventura,2020
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,1069.09,Fuerteventura,2020
Energía eléctrica,1,Sector industrial,5,18556.41,Fuerteventura,2020
Energía eléctrica,1,Sector del transporte,6,1567.46,Fuerteventura,2020
Energía eléctrica,1,Hostelería,7,105973.35,Fuerteventura,2020
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,158082.67,Fuerteventura,2020
Energía eléctrica,1,Hogares,9,183140.24,Fuerteventura,2020
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2398.17,Fuerteventura,2020
Energía eléctrica,1,No especificado en otras categorías - Otros,11,9103.34,Fuerteventura,2020
Número de clientes (CUPS),2,Disponible para consumo final,1,65826,Fuerteventura,2020
Número de clientes (CUPS),2,Diferencias estadísticas,2,1970,Fuerteventura,2020
Número de clientes (CUPS),2,Consumo final,3,63856,Fuerteventura,2020
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,47,Fuerteventura,2020
Número de clientes (CUPS),2,Sector industrial,5,1339,Fuerteventura,2020
Número de clientes (CUPS),2,Sector del transporte,6,35,Fuerteventura,2020
Número de clientes (CUPS),2,Hostelería,7,2243,Fuerteventura,2020
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,5044,Fuerteventura,2020
Número de clientes (CUPS),2,Hogares,9,53751,Fuerteventura,2020
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,434,Fuerteventura,2020
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,963,Fuerteventura,2019
Energía eléctrica,1,Disponible para consumo final,1,643662.7,Fuerteventura,2019
Energía eléctrica,1,Diferencias estadísticas,2,3027.35,Fuerteventura,2019
Energía eléctrica,1,Consumo final,3,640635.34,Fuerteventura,2019
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,269.3,Fuerteventura,2019
Energía eléctrica,1,Sector industrial,5,27993.2,Fuerteventura,2019
Energía eléctrica,1,Sector del transporte,6,9414.19,Fuerteventura,2019
Energía eléctrica,1,Hostelería,7,177307.55,Fuerteventura,2019
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,179683.68,Fuerteventura,2019
Energía eléctrica,1,Hogares,9,207922.47,Fuerteventura,2019
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2904.78,Fuerteventura,2019
Energía eléctrica,1,No especificado en otras categorías - Otros,11,35140.17,Fuerteventura,2019
Número de clientes (CUPS),2,Disponible para consumo final,1,65184,Fuerteventura,2019
Número de clientes (CUPS),2,Diferencias estadísticas,2,-331,Fuerteventura,2019
Número de clientes (CUPS),2,Consumo final,3,65515,Fuerteventura,2019
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,7,Fuerteventura,2019
Número de clientes (CUPS),2,Sector industrial,5,1112,Fuerteventura,2019
Número de clientes (CUPS),2,Sector del transporte,6,1519,Fuerteventura,2019
Número de clientes (CUPS),2,Hostelería,7,2308,Fuerteventura,2019
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3733,Fuerteventura,2019
Número de clientes (CUPS),2,Hogares,9,54892,Fuerteventura,2019
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,422,Fuerteventura,2019
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,1522,Fuerteventura,2018
Energía eléctrica,1,Disponible para consumo final,1,647921.43,Fuerteventura,2018
Energía eléctrica,1,Diferencias estadísticas,2,26011.21,Fuerteventura,2018
Energía eléctrica,1,Consumo final,3,621910.22,Fuerteventura,2018
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,207.06,Fuerteventura,2018
Energía eléctrica,1,Sector industrial,5,24932.53,Fuerteventura,2018
Energía eléctrica,1,Sector del transporte,6,10683.91,Fuerteventura,2018
Energía eléctrica,1,Hostelería,7,171915.92,Fuerteventura,2018
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,198147.39,Fuerteventura,2018
Energía eléctrica,1,Hogares,9,186534.51,Fuerteventura,2018
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2733.95,Fuerteventura,2018
Energía eléctrica,1,No especificado en otras categorías - Otros,11,26754.95,Fuerteventura,2018
Número de clientes (CUPS),2,Disponible para consumo final,1,64369,Fuerteventura,2018
Número de clientes (CUPS),2,Diferencias estadísticas,2,-166,Fuerteventura,2018
Número de clientes (CUPS),2,Consumo final,3,64535,Fuerteventura,2018
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,4,Fuerteventura,2018
Número de clientes (CUPS),2,Sector industrial,5,1133,Fuerteventura,2018
Número de clientes (CUPS),2,Sector del transporte,6,1511,Fuerteventura,2018
Número de clientes (CUPS),2,Hostelería,7,2427,Fuerteventura,2018
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3720,Fuerteventura,2018
Número de clientes (CUPS),2,Hogares,9,54300,Fuerteventura,2018
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,426,Fuerteventura,2018
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,1014,Fuerteventura,2017
Energía eléctrica,1,Disponible para consumo final,1,655958.58,Fuerteventura,2017
Energía eléctrica,1,Diferencias estadísticas,2,-1799.07,Fuerteventura,2017
Energía eléctrica,1,Consumo final,3,657757.65,Fuerteventura,2017
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,85.41,Fuerteventura,2017
Energía eléctrica,1,Sector industrial,5,23998.38,Fuerteventura,2017
Energía eléctrica,1,Sector del transporte,6,10236.3,Fuerteventura,2017
Energía eléctrica,1,Hostelería,7,194929.14,Fuerteventura,2017
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,236743.82,Fuerteventura,2017
Energía eléctrica,1,Hogares,9,174126.8,Fuerteventura,2017
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,3066.09,Fuerteventura,2017
Energía eléctrica,1,No especificado en otras categorías - Otros,11,14571.7,Fuerteventura,2017
Número de clientes (CUPS),2,Disponible para consumo final,1,63530,Fuerteventura,2017
Número de clientes (CUPS),2,Diferencias estadísticas,2,-1268,Fuerteventura,2017
Número de clientes (CUPS),2,Consumo final,3,64798,Fuerteventura,2017
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,2,Fuerteventura,2017
Número de clientes (CUPS),2,Sector industrial,5,1032,Fuerteventura,2017
Número de clientes (CUPS),2,Sector del transporte,6,1538,Fuerteventura,2017
Número de clientes (CUPS),2,Hostelería,7,2579,Fuerteventura,2017
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3913,Fuerteventura,2017
Número de clientes (CUPS),2,Hogares,9,54384,Fuerteventura,2017
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,426,Fuerteventura,2017
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,924,Fuerteventura,2016
Energía eléctrica,1,Disponible para consumo final,1,630776.94,Fuerteventura,2016
Energía eléctrica,1,Diferencias estadísticas,2,-5812.9,Fuerteventura,2016
Energía eléctrica,1,Consumo final,3,636589.83,Fuerteventura,2016
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,86.34,Fuerteventura,2016
Energía eléctrica,1,Sector industrial,5,29046.37,Fuerteventura,2016
Energía eléctrica,1,Sector del transporte,6,10210.3,Fuerteventura,2016
Energía eléctrica,1,Hostelería,7,186893.56,Fuerteventura,2016
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,227349.35,Fuerteventura,2016
Energía eléctrica,1,Hogares,9,176927.94,Fuerteventura,2016
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2961.83,Fuerteventura,2016
Energía eléctrica,1,No especificado en otras categorías - Otros,11,3114.15,Fuerteventura,2016
Número de clientes (CUPS),2,Disponible para consumo final,1,62401,Fuerteventura,2016
Número de clientes (CUPS),2,Diferencias estadísticas,2,-621,Fuerteventura,2016
Número de clientes (CUPS),2,Consumo final,3,63022,Fuerteventura,2016
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,1,Fuerteventura,2016
Número de clientes (CUPS),2,Sector industrial,5,1013,Fuerteventura,2016
Número de clientes (CUPS),2,Sector del transporte,6,1550,Fuerteventura,2016
Número de clientes (CUPS),2,Hostelería,7,2559,Fuerteventura,2016
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,4012,Fuerteventura,2016
Número de clientes (CUPS),2,Hogares,9,53301,Fuerteventura,2016
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,413,Fuerteventura,2016
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,173,Fuerteventura,2015
Energía eléctrica,1,Disponible para consumo final,1,604353.32,Fuerteventura,2015
Energía eléctrica,1,Diferencias estadísticas,2,-8679.14,Fuerteventura,2015
Energía eléctrica,1,Consumo final,3,613032.46,Fuerteventura,2015
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,181.97,Fuerteventura,2015
Energía eléctrica,1,Sector industrial,5,28673.02,Fuerteventura,2015
Energía eléctrica,1,Sector del transporte,6,19935.58,Fuerteventura,2015
Energía eléctrica,1,Hostelería,7,176759.64,Fuerteventura,2015
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,202425.52,Fuerteventura,2015
Energía eléctrica,1,Hogares,9,174083.29,Fuerteventura,2015
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2999.04,Fuerteventura,2015
Energía eléctrica,1,No especificado en otras categorías - Otros,11,7974.4,Fuerteventura,2015
Número de clientes (CUPS),2,Disponible para consumo final,1,61220,Fuerteventura,2015
Número de clientes (CUPS),2,Diferencias estadísticas,2,-615,Fuerteventura,2015
Número de clientes (CUPS),2,Consumo final,3,61835,Fuerteventura,2015
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,2,Fuerteventura,2015
Número de clientes (CUPS),2,Sector industrial,5,997,Fuerteventura,2015
Número de clientes (CUPS),2,Sector del transporte,6,1517,Fuerteventura,2015
Número de clientes (CUPS),2,Hostelería,7,2515,Fuerteventura,2015
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3857,Fuerteventura,2015
Número de clientes (CUPS),2,Hogares,9,52432,Fuerteventura,2015
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,413,Fuerteventura,2015
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,102,Fuerteventura,2014
Energía eléctrica,1,Disponible para consumo final,1,592000.56,Fuerteventura,2014
Energía eléctrica,1,Diferencias estadísticas,2,-965.16,Fuerteventura,2014
Energía eléctrica,1,Consumo final,3,592965.72,Fuerteventura,2014
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,187.87,Fuerteventura,2014
Energía eléctrica,1,Sector industrial,5,27476.48,Fuerteventura,2014
Energía eléctrica,1,Sector del transporte,6,11740.31,Fuerteventura,2014
Energía eléctrica,1,Hostelería,7,170755.27,Fuerteventura,2014
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,207183.51,Fuerteventura,2014
Energía eléctrica,1,Hogares,9,169939.56,Fuerteventura,2014
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2884.28,Fuerteventura,2014
Energía eléctrica,1,No especificado en otras categorías - Otros,11,2798.43,Fuerteventura,2014
Número de clientes (CUPS),2,Disponible para consumo final,1,60103,Fuerteventura,2014
Número de clientes (CUPS),2,Diferencias estadísticas,2,-1010,Fuerteventura,2014
Número de clientes (CUPS),2,Consumo final,3,61113,Fuerteventura,2014
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,5,Fuerteventura,2014
Número de clientes (CUPS),2,Sector industrial,5,1019,Fuerteventura,2014
Número de clientes (CUPS),2,Sector del transporte,6,1501,Fuerteventura,2014
Número de clientes (CUPS),2,Hostelería,7,2499,Fuerteventura,2014
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3757,Fuerteventura,2014
Número de clientes (CUPS),2,Hogares,9,51788,Fuerteventura,2014
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,411,Fuerteventura,2014
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,133,Fuerteventura,2013
Energía eléctrica,1,Disponible para consumo final,1,592000.56,Fuerteventura,2013
Energía eléctrica,1,Diferencias estadísticas,2,-965.16,Fuerteventura,2013
Energía eléctrica,1,Consumo final,3,592965.72,Fuerteventura,2013
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,187.87,Fuerteventura,2013
Energía eléctrica,1,Sector industrial,5,27476.48,Fuerteventura,2013
Energía eléctrica,1,Sector del transporte,6,11740.31,Fuerteventura,2013
Energía eléctrica,1,Hostelería,7,170755.27,Fuerteventura,2013
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,207183.51,Fuerteventura,2013
Energía eléctrica,1,Hogares,9,169939.56,Fuerteventura,2013
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2884.28,Fuerteventura,2013
